id,title,clean_title,category,year,author,advisor,url,abstract,cluster
42,Aplikasi Analisis Dan Pemetaan Kepegawaian Berbasis Pengalaman Dan Perpangkatan Dengan Metode Waterfall (Studi Kasus: Dinas Perhubungan Provinsi Lampung),aplikasi analisis dan pemetaan kepegawaian berbasis pengalaman dan perpangkatan dengan metode waterfall studi kasus dinas perhubungan provinsi lampung,Teknik Informatika,2023,Aulia Rahman Zulfi,"Muhammad Habib Algifari, S.Kom., M.T.I.",https://repo.itera.ac.id/depan/submission/SB2306130026,"Reformasi Birokrasi merupakan suatu hal penting yang dilakukan perusahaan maupun organisasi terkait. Salah satu instansi yang sedang melakukan reformasi birokrasi yaitu Dinas Perhubungan Provinsi Lampung terkait adanya urgensi perubahan konkrit dalam reformasi birokrasi pemerintahan di Indonesia dengan cara menyederhanakan struktur organisasi. Penyederhanaan struktur organisasi yang kurang sesuai dengan kebutuhan mengakibatkan persebaran pegawai yang kurang merata pada beberapa jabatan fungsional. Sehingga dibuatlah aplikasi berbasis web yang dapat digunakan untuk mengelola data kepegawaian. Terdapat fitur yang dikembangkan yaitu analisis dan pemetaan jabatan berdasarkan kriteria yang dicocokkan dengan data diri masing – masing pegawai. Selain itu terdapat fitur lain untuk melakukan rekomendasi formasi jabatan yang dapat dilakukan oleh kepegawaian sehingga dapat mengetahui perbandingan antara kebutuhan pegawai saat ini dengan kebutuhan pegawai setelah melakukan rekomendasi jabatan. Pada penelitian ini metode pengembangan aplikasi yang digunakan yaitu metode waterfall. Metode ini digunakan karena kebutuhan aplikasi yang sudah jelas pada tahap awal pengembangan dan dapat dilakukan secara teratur. Hasil Pengujian yang dilakukan pada penelitian ini menggunakan black box testing secara keseluruhan pengujian aplikasi berhasil tanpa adanya kendala. Selain itu terdapat pengujian menggunakan User Acceptance Test (UAT) dengan 3 aspek Functional Correctness and Completeness, Usability, Compatibility and Interoperability yang menghasilkan nilai P rata – rata 94,75",9
43,Aplikasi Pencari Bantuan Saat Diperjalanan Pada Pengguna Terdekat Berbasis Android Menggunakan Metode Modified Waterfall,aplikasi pencari bantuan saat diperjalanan pada pengguna terdekat berbasis android menggunakan metode modified waterfall,Teknik Informatika,2022,Harley Davidson Sibarani,"Andre Febrianto, S.KOM., M.Eng",https://repo.itera.ac.id/depan/submission/SB2208190001,"Perjalanan yang aman dan tanpa hambatan ke suatu tujuan adalah hal yang selalu diinginkan oleh para pengendara, namun kenyataannya banyak pengguna kendaraan yang mengalami kendala saat di perjalanan. Penelitian ini bertujuan untuk membuat aplikasi pada smartphone berbasis android yang dapat membantu pengguna kendaraan yang sedang mengalami kendala diperjalanan dengan mencari bantuan kepada pengguna terdekat. Manfaat penelitian ini dapat menjadi alternatif lain yang digunakan pengendara kendaraan disaat mengalami kendala mencari bantuan saat diperjalanan, terciptanya sebuah media informasi untuk dapat digunakan oleh pengendara yang berperan sebagai pengguna reguler yang memerlukan bantuan kepada pengguna lain untuk saling menolong agar dapat membantu pengguna reguler lain yang memerlukan bantuan, bagi polisi yang berjaga disuatu tempat dapat menjadi pelayanan kepada masyarakat untuk menerima laporan gawat darurat dari pengguna, dan pemilik bengkel dapat digunakan sebagai tempat untuk menawarkan jasa bagi pengendara yang membutuhkan perbaikan kendaraannya. Metode penelitian menggunakan modified waterfall. Hasil dari penelitian ini adalah aplikasi bernama Savmi berbasis android yang memiliki 3 jenis pengguna yaitu pengguna reguler, pengguna bengkel, dan pengguna polisi, firebase database sebagai tempat untuk menyimpan data, location based service untuk titik kordinat, dan google maps sebagai navigasi pengguna.",9
339,Pengembangan Sistem Informasi Arsip Surat Berbasis Web Menggunakan Metode Waterfall (Studi Kasus: Dinas Perkebunan Provinsi Lampung),pengembangan sistem informasi arsip surat berbasis web menggunakan metode waterfall studi kasus dinas perkebunan provinsi lampung,Teknik Informatika,2024,Adelia Yasmin,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2406070135,"Modernisasi pengelolaan arsip merupakan hal yang penting dengan memanfaatkan media IT, terutama komputer untuk efektivitas dan efisiensi dalam penyimpanan dan pemeliharaan dokumen. Terutama di dalam instansi Pemerintahan, salah satunya Dinas Perkebunan Provinsi Lampung. Tujuan dilakukannya penelitian ini yaitu membangun sistem informasi arsip surat dengan menggunakan metode waterfall, melakukan pengujian secara fungsional sistem informasi arsip surat dengan metode blackbox testing, melakukan pengujian performa kinerja sistem menggunakan Apache Jmeter. Serta mengevaluasi hasil penggunaan sistem menggunakan System Usability Scale. Sistem ini memfasilitasi penyimpanan lengkap file surat, mulai dari pencatatan surat masuk hingga pencatatan surat keluar. Untuk memastikan tidak adanya kehilangan surat yang diarsipkan, diperlukan sebuah sistem yang baik yang dilengkapi dengan fitur pencarian untuk mempermudah proses pencarian surat. Pengujian menggunakan blacbox mendapatkan tingkat kesuksesan pengujian 100%, dimana dari 20 skenario pengujian didapatkan hasil 20 skenario dengan status valid. Pengujian terhadap performa kinerja sistem menggunakan Apache JMeter yang mendapatkan hasil bahwa website sistem informasi arsip surat berjalan dengan optimal dengan rata-rata sample/response time 2808/ms dengan error sample 0% yang mengalami kegagalan. Sehingga dapat disimpulkan bahwa sistem mampu menjawab permintaan pengguna dengan cepat. Lalu untuk mengukur evaluasi kemudahan pengoperasian sistem dilakukan dengan menggunakan SUS (System Usability Scale), dengan 20 responden, sistem tersebut mencapai skor 81, yang masuk dalam kategori acceptable atau dapat diterima. Nilai tersebut dapat diartikan pengguna merasa setuju bahwa sistem ini mudah digunakan dan memenuhi kebutuhan mereka. Kata kunci: Sistem Informasi, Waterfall, Blackbox, Apache JMeter, System Usability Scale",9
358,Pengembangan Sistem Informasi Manajemen SDM Petugas Kebersihan Berbasis Progressive Web App (PWA) Dengan Metode Waterfall (Studi Kasus: Dinas Lingkungan Hidup Kabupaten Humbang Hasundutan),pengembangan sistem informasi manajemen sdm petugas kebersihan berbasis progressive web app pwa dengan metode waterfall studi kasus dinas lingkungan hidup kabupaten humbang hasundutan,Teknik Informatika,2025,Nelpi sariana Hutasoit,"Andre Febrianto, S.Kom., M.Eng",https://repo.itera.ac.id/depan/submission/SB2505270007,"Sistem manajemen Sumber Daya Manusia (SDM) di Dinas Lingkungan Hidup Kabupaten Humbang Hasundutan masih dilakukan secara manual, seperti presensi melalui grup WhatsApp, pencatatan penggajian berbasis kertas, dan pengajuan izin/cuti secara langsung. Kondisi ini menimbulkan berbagai permasalahan seperti inefisiensi waktu, kesalahan pencatatan, dan kurangnya transparansi. Untuk mengatasi hal tersebut, penelitian ini mengembangkan Sistem Informasi Manajemen SDM Petugas Kebersihan berbasis Progressive Web App (PWA) dengan metode Waterfall. Sistem ini dirancang untuk mengelola akun petugas, presensi, jadwal kerja, izin/cuti, penggajian, serta pengaduan petugas secara terintegrasi dan dapat diakses melalui perangkat mobile maupun desktop, bahkan dalam kondisi offline. Pengujian sistem dilakukan menggunakan metode Blackbox Testing untuk memastikan fungsionalitas sistem, serta System Usability Scale (SUS) untuk menilai kenyamanan pengguna. Hasil pengujian menunjukkan bahwa sistem berfungsi dengan baik, dengan hasil Blackbox Testing mencapai tingkat keberhasilan 100% tanpa ditemukan bug, dan skor SUS sebesar 89,55 yang termasuk dalam kategori Sangat Baik. Dengan implementasi sistem ini, pengelolaan SDM di Dinas Lingkungan Hidup menjadi lebih efektif, efisien, dan transparan, serta mendukung tercapainya lingkungan yang bersih dan tertata.",9
363,Pengembangan Sistem Informasi Museum Simalungun Berbasis Website Dengan Metode Modified Waterfall,pengembangan sistem informasi museum simalungun berbasis website dengan metode modified waterfall,Teknik Informatika,2025,ELISABET NANDRA HAGAINA SEMBIRING,"Andre Febrianto, S.Kom., M.Eng",https://repo.itera.ac.id/depan/submission/SB2507100024,"Pelestarian budaya merupakan upaya penting dalam menjaga identitas bangsa. Museum Simalungun sebagai salah satu lembaga budaya di Kota Pematangsiantar berperan penting dalam menyimpan dan memperkenalkan warisan budaya masyarakat Simalungun. Namun, dalam pengelolaan administrasi dan penyebaran informasi, museum ini masih menggunakan sistem manual yang kurang efisien dan tidak sesuai dengan kebutuhan era digital. Masalah utama meliputi pencatatan kunjungan yang masih menggunakan buku tamu tulis tangan, tidak tersedia sistem pembelian tiket online, dan keterbatasan dalam menyebarkan informasi secara real-time melalui platform digital. Oleh karena itu, dilakukan pengembangan sistem informasi museum berbasis website menggunakan metode Modified Waterfall. Sistem ini dirancang dengan dua peran pengguna yaitu admin dan pengunjung, yang mencakup fitur pengelolaan koleksi, pemesanan tiket digital, buku tamu online, galeri foto, serta informasi pameran. Pengujian sistem dilakukan dengan metode Black-box Testing dengan hasil 100",9
370,Pengembangan Sistem Informasi Pembukuan Digital Berbasis Web Menggunakan Metode Modified Waterfall (Studi Kasus: PT. Sentra Alam Anandana),pengembangan sistem informasi pembukuan digital berbasis web menggunakan metode modified waterfall studi kasus pt sentra alam anandana,Teknik Informatika,2025,Moratua Putra Pardede,"Hafiz Budi Firmansyah, S.Kom., M.Sc.",https://repo.itera.ac.id/depan/submission/SB2509170014,"PT. Sentra Alam Anandana menghadapi tantangan dalam manajemen pembukuan seperti kesalahan pencatatan, duplikasi data, dan keterlambatan pembuatan laporan akibat sistem manual. Penelitian ini mengembangkan sistem pembukuan digital berbasis web menggunakan metode Modified Waterfall dengan framework Laravel dan database MySQL. Sistem memiliki fitur pengelolaan data master, Purchase Order, invoice, surat jalan, dan transaksi keuangan. Pengujian dilakukan melalui Blackbox Testing dan User Acceptance Testing (UAT) berdasarkan standar ISO 25010. Hasil menunjukkan tingkat keberhasilan Blackbox Testing 100",9
374,Pengembangan SIstem Informasi Peminjaman Teleskop Robotik Menggunakan Metode Modified Waterfall (Studi Kasus OAIL),pengembangan sistem informasi peminjaman teleskop robotik menggunakan metode modified waterfall studi kasus oail,Teknik Informatika,2026,Mayang Hermanda Anggraini,"Andre Febrianto, S.Kom., M.Eng",https://repo.itera.ac.id/depan/submission/SB2602200108,"Observatorium Astronomi ITERA Lampung (OAIL) merupakan fasilitas utama kegiatan astronomi di Institut Teknologi Sumatera yang memiliki dua teleskop robotik dan satu Automatic Weather Station (AWS). Saat ini, proses peminjaman teleskop robotik masih dilakukan secara manual dan visualisasi data AWS hanya dapat diakses melalui komputer tertentu. Kondisi tersebut dinilai kurang efisien serta menyulitkan peneliti dan mahasiswa dalam memperoleh data cuaca maupun melakukan peminjaman teleskop. Penelitian ini bertujuan untuk mengembangkan sistem informasi peminjaman teleskop robotik dan visualisasi data Automatic Weather Station berbasis web dengan menggunakan metode Modified Waterfall. Sistem ini menyediakan fitur pendaftaran dan login pengguna, peminjaman teleskop secara online, serta visualisasi data cuaca dalam bentuk grafik yang diperbarui setiap 30 menit. Proses pengujian dilakukan dengan Black-box Testing untuk memastikan fungsionalitas sistem dan System Usability Scale (SUS) untuk menilai tingkat usability berdasarkan pengalaman pengguna akhir. Hasil penelitian diharapkan dapat meningkatkan efisiensi pengelolaan teleskop dan data cuaca di OAIL, mempermudah akses informasi cuaca, serta mendukung kegiatan penelitian dan pembelajaran di lingkungan Institut Teknologi Sumatera.",9
384,Pengembangan Sistem Informasi Rencana Anggaran Belanja UPT Lab Terpadu Dengan Metode Modified Waterfall,pengembangan sistem informasi rencana anggaran belanja upt lab terpadu dengan metode modified waterfall,Teknik Informatika,2023,M. Afif Hibatullah,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2306060034,"Penelitian ini bertujuan untuk mengembangkan sebuah sistem informasi rencana anggaran belanja untuk UPT Lab Terpadu menggunakan metode Modified Waterfall. Sistem informasi dapat membantu UPT Lab Terpadu dalam mengelola rekapitulasi rencana anggaran belanja mereka secara efisien dan mudah. Penelitian ini menggunakan pendekatan pengembangan perangkat lunak dengan metode Modified Waterfall. Tahap-tahap pengembangan meliputi analisis kebutuhan, perancangan sistem, implementasi, pengujian, dan pemeliharaan. Hasil dari penelitian ini adalah sebuah sistem informasi rencana anggaran belanja yang dapat mempercepat rekapitulasi rencana anggaran belanja dan mudah digunakan. Sistem ini menyediakan fitur-fitur seperti input rencana anggaran belanja, pengelolaan master data barang, data anggaran, dan rekapitulasi paket rencana anggaran belanja. Validasi sistem dilakukan melalui uji coba dengan dua pengujian yaitu blackbox dan usability testing. Hasil uji coba menunjukkan bahwa sistem informasi yang dikembangkan dapat membantu pengguna dalam mengelola rekapitulasi paket rencana anggaran belanja dengan lebih efisien dan mudah. Dengan adanya sistem informasi ini, UPT Lab Terpadu dapat mengurangi kesalahan penginputan data, dan mempercepat proses pengekategorisasian rekapitulasi paket rencana anggaran belanja.",9
388,Pengembangan sistem inventaris laboratorium kesehartan berbasis web menggunakan metode modified waterfall (studi kasus: UPTD Balai Laboratorium Kesehatan),pengembangan sistem inventaris laboratorium kesehartan berbasis web menggunakan metode modified waterfall studi kasus uptd balai laboratorium kesehatan,Teknik Informatika,2025,Nestiawan Ferdiyanto,"Andre Febrianto, S.Kom., M.Eng",https://repo.itera.ac.id/depan/submission/SB2505230037,"UPTD Balai Laboratorium Kesehatan Provinsi Lampung merupakan unit pelaksana teknis yang memberikan layanan analisis laboratorium kesehatan di tingkat daerah dan provinsi. Namun, proses pencatatan dan pengelolaan inventaris laboratorium di UPTD LABKESDA masih dilakukan secara manual menggunakan media seperti buku, Microsoft Word, dan Excel, yang mengakibatkan terjadinya penumpukan data, kehilangan catatan, dan ketidaksesuaian laporan tahunan. Penelitian ini bertujuan untuk membangun Sistem Informasi Inventaris Laboratorium Berbasis Web di lingkungan UPTD LABKESDA menggunakan framework Laravel dengan metode pengembangan perangkat lunak Modified Waterfall. Metode ini digunakan karena memungkinkan pengulangan pada setiap tahap apabila ditemukan kesalahan atau perubahan kebutuhan, sehingga meningkatkan fleksibilitas dalam pengembangan sistem. Sistem ini dirancang untuk mendukung pencatatan barang masuk, barang keluar, permintaan alat kesehatan, perawatan, dan laporan penggunaan barang. Pengujian sistem dilakukan dengan dua metode, yaitu Black-Box Testing untuk menguji fungsionalitas sistem oleh developer dan System Usability Scale (SUS) untuk mengukur tingkat kepuasan pengguna. Hasil pengujian menunjukkan bahwa seluruh fitur berjalan sesuai dengan yang diharapkan dan skor SUS sebesar 81 diperoleh dari 20 responden, yang menunjukkan bahwa sistem ini berada dalam kategori “Excellent” dan dapat diterima serta digunakan oleh staf inventaris UPTD LABKESDA. Dengan adanya sistem ini, proses pengelolaan inventaris menjadi lebih terdokumentasi secara digital",9
395,Pengembangan Sistem Monitoring Capaian Pembelajaran Siswa Berbasis Website Menggunakan Metode Modified Waterfall (Studi Kasus: Bimbingan Belajar SANEDU),pengembangan sistem monitoring capaian pembelajaran siswa berbasis website menggunakan metode modified waterfall studi kasus bimbingan belajar sanedu,Teknik Informatika,2025,Arum Rahmawati,"Eko Dwi Nugroho, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2502170034,"Lembaga Bimbingan Belajar merupakan jalur pendidikan nonformal yang melaksanakan program pembelajaran secara fleksibel, dan sistematis, serta berlangsung di luar sistem pendidikan formal. Pada Bimbingan Belajar SANEDU proses belajar mengajar yang terjadi masih menggunakan sistem yang konvensional, terutama perihal pencatatan hasil perkembangan belajar siswa. Hal tersebut tentunya menyebabkan keterbatasan dalam efisiensi dan akurasi pengelolaan hasil pembelajaran siswa. Tujuan dari penelitian ini adalah untuk mengatasi masalah tersebut, dengan mengembangkan sistem monitoring pembelajaran siswa menggunakan metode modified waterfall yang memiliki lima tahapan yaitu analisis kebutuhan, desain, implementasi desain, pengujian, dan pemeliharaan sistem. Selain itu, sistem yang telah dikembangkan diuji menggunakan pendekatan black box testing serta User Acceptance Testing (UAT). Hasil penelitian menunjukkan bahwa sistem telah berhasil dikembangkan menggunakan metode modified waterfall. Pengujian fungsionalitas sistem melalui pendekatan black box testing menghasilkan tingkat validitas 100%. Pengujian UAT dengan 72 responden yang berpartisipasi dalam mengevaluasi sistem, menghasilkan skor interpretasi sebesar 86% yang dikategorikan sebagai kategori ’Sangat Baik’. Dengan demikian, sistem monitoring capaian pembelajaran ini dapat memberikan manfaat dalam mengelola dan memantau perkembangan belajar siswa.",9
