id,title,clean_title,category,year,author,advisor,url,abstract,cluster
42,Aplikasi Analisis Dan Pemetaan Kepegawaian Berbasis Pengalaman Dan Perpangkatan Dengan Metode Waterfall (Studi Kasus: Dinas Perhubungan Provinsi Lampung),aplikasi analisis dan pemetaan kepegawaian berbasis pengalaman dan perpangkatan dengan metode waterfall studi kasus dinas perhubungan provinsi lampung,Teknik Informatika,2023,Aulia Rahman Zulfi,"Muhammad Habib Algifari, S.Kom., M.T.I.",https://repo.itera.ac.id/depan/submission/SB2306130026,"Reformasi Birokrasi merupakan suatu hal penting yang dilakukan perusahaan maupun organisasi terkait. Salah satu instansi yang sedang melakukan reformasi birokrasi yaitu Dinas Perhubungan Provinsi Lampung terkait adanya urgensi perubahan konkrit dalam reformasi birokrasi pemerintahan di Indonesia dengan cara menyederhanakan struktur organisasi. Penyederhanaan struktur organisasi yang kurang sesuai dengan kebutuhan mengakibatkan persebaran pegawai yang kurang merata pada beberapa jabatan fungsional. Sehingga dibuatlah aplikasi berbasis web yang dapat digunakan untuk mengelola data kepegawaian. Terdapat fitur yang dikembangkan yaitu analisis dan pemetaan jabatan berdasarkan kriteria yang dicocokkan dengan data diri masing – masing pegawai. Selain itu terdapat fitur lain untuk melakukan rekomendasi formasi jabatan yang dapat dilakukan oleh kepegawaian sehingga dapat mengetahui perbandingan antara kebutuhan pegawai saat ini dengan kebutuhan pegawai setelah melakukan rekomendasi jabatan. Pada penelitian ini metode pengembangan aplikasi yang digunakan yaitu metode waterfall. Metode ini digunakan karena kebutuhan aplikasi yang sudah jelas pada tahap awal pengembangan dan dapat dilakukan secara teratur. Hasil Pengujian yang dilakukan pada penelitian ini menggunakan black box testing secara keseluruhan pengujian aplikasi berhasil tanpa adanya kendala. Selain itu terdapat pengujian menggunakan User Acceptance Test (UAT) dengan 3 aspek Functional Correctness and Completeness, Usability, Compatibility and Interoperability yang menghasilkan nilai P rata – rata 94,75",11
61,DIGITALISASI ARSIP SURAT DENGAN METODE LEAN (STUDI KASUS: BAPPEDA PESAWARAN),digitalisasi arsip surat dengan metode lean studi kasus bappeda pesawaran,Teknik Informatika,2023,Agung Adi Purwanto,"Ilham Firman Ashari, S.Kom., M.T.",https://repo.itera.ac.id/depan/submission/SB2304150002,"ABSTRAK DIGITALISASI ARSIP SURAT DENGAN METODE LEAN (STUDI KASUS: BAPPEDA PESAWARAN) Agung Adi Purwanto Penelitian ini dilatarbelakangi dengan permasalahan terkait arsip surat menyurat yang terjadi di Kantor BAPPEDA Kabupaten Pesawaran seperti proses pengarsipan surat masuk dan surat keluar masih dilakukan dengan cara penulisan pada buku besar, pudarnya teks dalam surat karena disimpan terlalu lama, terbuangnya waktu Pegawai BAPPEDA Kabupaten Pesawaran dalam pencarian informasi yang terdapat pada surat. Penelitian ini bertujuan untuk merancang dan membangun Sistem Informasi Arsip Surat untuk BAPPEDA Kabupaten Pesawaran dan mengetahui hasil evaluasi pengujian. Penelitian ini menggunakan website sebagai basisnya dan menggunakan laravel sebagai kerangka kerja dengan lean sebagai metode pengembangan dan blackbox sebagai metode pengujiannya. Fitur yang dibangun yaitu manajemen untuk surat masuk dan surat keluar, autentikasi dan autorisasi untuk kepala badan dan sekertaris, dan pencarian surat masuk beserta surat keluar. Adapun hasil dari penelitian ini adalah sebuah Sistem Informasi Arsip Surat yang berbasiskan website menggunakan kerangka kerja laravel yang dibangun menggunakan 5 tahapan metode lean yang dimulai dari identifikasi dan analisis nilai, identifikasi dan analisis pemborosan, pengembangan MVP (Lo-Fi), iterasi pengembangan dan pengiriman, dan diakhiri dengan evaluasi dan pengujian yang menghasilkan laporan berupa 6 pengujian fungsionalitas yang berhasil. Kata Kunci : Arsip, Surat, BAPPEDA, Laravel, LEAN, Blackbox",11
129,IMPLEMENTASI CENTRALIZED LOGGING SERVICE PADA MICROSERVICE SECARA ASINKRONUS MENGGUNAKAN MESSAGE QUEUE,implementasi centralized logging service pada microservice secara asinkronus menggunakan message queue,Teknik Informatika,2023,Muhammad Taufiq Hidayat,"Ilham Firman Ashari, S.Kom., M.T.",https://repo.itera.ac.id/depan/submission/SB2306050047,"Dalam perkembangan perusahaan digital di Indonesia, menerapkan arsitektur microservices sangat penting guna mempermudah memelihara kode, dan ekspansi dari aplikasi untuk memenuhi kebutuhan pengguna. Dengan arsitektur microservices yang terus berkembang, akan sulit bagi pengembang mengidentifikasi masalah jika terjadi sesuatu. Oleh karena itu, dibutuhkan log yang bersifat sentral, dan juga merekam jejak dari sutau permintaan, dan juga berisi data yang dapat digunakan pengembang guna mencari akar permasalahan. Metode yang digunakan dalam pembuatan log ini dengan membuat log service yang akan menjadi pusat data log, kemudian dikirimkan dengan menggunakan message queue. Hasil dari penelitian ini log dapat memberikan informasi apa yang terjadi dalam suatu permintaan, dengan berdasarkan request id, dan event. Serta, pengembang juga dapat mengetahui apa yang terjadi dengan aliran data dikarenakan terdapat data dari permintaan, dan pengembalian. Log service ini juga tidak mempengaruhi alur bisnis dari aplikasi yang sudah ada, dan apabila terjadi down time tidak akan mempengaruhi aplikasi lain dalam memenuhi suatu permintaan.",11
170,IMPLEMENTASI SISTEM INFORMASI POLIKLINIK BERBASIS WEBSITE DENGAN MENGGUNAKAN METODE AGILE ( STUDI KASUS POLIKLINIK ITERA ),implementasi sistem informasi poliklinik berbasis website dengan menggunakan metode agile studi kasus poliklinik itera,Teknik Informatika,2024,PANDU WAHYUDI,"Andre Febrianto, S.Kom., M.Eng.",https://repo.itera.ac.id/depan/submission/SB2409250222,"Implementasi Sistem Informasi Poliklinik Berbasis Website dengan Menggunakan Metode Agile ( Studi Kasus Poliklinik ITERA ). Pandu Wahyudi Pengelolaan data dan administrasi yang efisien adalah kunci dalam penyelenggaraan layanan kesehatan berkualitas. Di Poliklinik ITERA, yang melayani sivitas akademika Institut Teknologi Sumatera, pengelolaan data pasien dan inventaris masih dilakukan secara manual dan dengan aplikasi Microsoft Excel, mengakibatkan proses akses data yang lambat, pencatatan yang tidak akurat, dan kesulitan dalam pengembangan sistem administrasi yang lebih efisien di bawah naungan UPT K3. Untuk mengatasi masalah ini, diusulkan implementasi Sistem Informasi Poliklinik berbasis website menggunakan metodologi Agile. Sistem ini bertujuan untuk meningkatkan fleksibilitas dan responsivitas dalam pengelolaan data dan administrasi Poliklinik ITERA. Penelitian ini menunjukkan bahwa sistem informasi berbasis website berfungsi dengan baik setelah diuji melalui 32 skenario pengujian, yang mencakup 9 skenario pada Iterasi pertama, 5 pada Iterasi kedua, 12 pada Iterasi ketiga, dan 6 pada Iterasi keempat. Pengukuran tingkat kebergunaan sistem menunjukkan hasil yang sangat baik dengan nilai acceptability range ""acceptable"", grade scale ""A"", dan adjective ""best imaginable"". Penelitian ini berhasil menerapkan metode Agile dalam pengembangan sistem dan menghasilkan sistem yang efektif dalam pengelolaan data di Poliklinik ITERA.",11
231,PEMBANGUNAN BUSINESS INTELLIGENCE SYSTEM UNTUK PERENCANAAN DI PEMERINTAHAN KOTA BANDAR LAMPUNG MENGGUNAKAN OLAP DAN LSTM,pembangunan business intelligence system untuk perencanaan di pemerintahan kota bandar lampung menggunakan olap dan lstm,Teknik Informatika,2023,Nurul Aulia Larasati,"Ilham Firman Ashari, S. Kom., M. T.",https://repo.itera.ac.id/depan/submission/SB2308010062,"Pemerintah Kota Bandar Lampung sedang berfokus pada pembangunan smart city dengan penekanan pada infrastruktur, namun perlu penguatan dalam aspek smart governance, kolaborasi pemerintahan, dan pengambilan keputusan yang melibatkan kualitas SDM, modal sosial, dan ketersediaan data untuk mencapai kondisi smart city yang diinginkan. Selain itu, tingkat kematangan Business Intelligence (BI) pada Pemerintah Kota Bandar Lampung berada pada fase child menurut The Data Warehouse Institute (TDWI), dengan kondisi basis data Organisasi Perangkat Daerah (OPD) yang terdistribusi; oleh karena itu, diperlukan sistem untuk meningkatkan tingkat kematangan BI menjadi fase teenager dengan melakukan sinkronisasi database dari setiap OPD. Oleh karena itu, pembuatan BI Dashboard menjadi salah satu solusi untuk mengatasi permasalahan tesebut. Metode yang digunakan yaitu BI Lifecycle - SCRUM dalam pengembangan web secara umum, Online Analytical Processing (OLAP) untuk pengembangan basis data, dan Long Short-Term Memory (LSTM) untuk prediksi data ekonomi. Penelitian ini berforkus pada pengembangan basis data dan prediksi data, sehingga metode BI Lifecycle - SCRUM tidak akan dibahas secara mendalam. Performa database yang dikembangkan berdasarkan pengujian load testing yaitu memiliki persentase error 0",11
236,Pembuatan Sistem Penjadwalan Pelayan Ibadah Gereja Mawar Sharon Lampung Menggunakan Algoritma Genetika,pembuatan sistem penjadwalan pelayan ibadah gereja mawar sharon lampung menggunakan algoritma genetika,Teknik Informatika,2025,YOSIA GILBERT WUATEN,"Eko Dwi Nugroho, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2505050021,"Gereja Mawar Sharon Lampung merupakan salah satu gereja yang menyelenggarakan ibadah dengan melibatkan volunteer sebagai pelayan di berbagai bidang, termasuk multimedia. Saat ini proses penjadwalan masih dilakukan secara manual melalui spreadsheet, yang berpotensi menyebabkan konflik jadwal, ketidakseimbangan beban pelayanan, serta inefisiensi waktu. Untuk mengatasi masalah tersebut, penelitian ini merancang dan membangun sistem penjadwalan otomatis menggunakan metode algoritma genetika. Sistem ini dikembangkan dengan pendekatan model waterfall dan diimplementasikan menggunakan framework Laravel. Penelitian ini juga menerapkan pengujian fungsional dengan metode Black Box serta evaluasi pengalaman pengguna menggunakan User Experience Questionnaire Short (UEQ-S). Hasil dari sistem menunjukkan peningkatan efisiensi dalam proses penjadwalan serta akurasi tinggi dalam menghasilkan jadwal yang sesuai dengan batasan yang ditentukan. Berdasarkan pengujian UEQ-S, sistem memperoleh skor 1.5 pada kualitas pragmatis dan 1.88 pada kualitas hedonis yang menunjukkan sistem berada pada kategori baik hingga sangat baik. Sistem ini dinilai mampu menjadi solusi digital yang efektif dan efisien dalam penjadwalan volunteer pelayanan ibadah.",11
273,PENERAPAN SISTEM INFORMASI DENGAN METODE WATERFALL UNTUK TATA KELOLA ADMINISTRASI DESA (Studi Kasus: Desa Teluk Dalem),penerapan sistem informasi dengan metode waterfall untuk tata kelola administrasi desa studi kasus desa teluk dalem,Teknik Informatika,2022,Agung Prawoso,"Meida Cahyo Untoro, S.Kom., M.Kom.",https://repo.itera.ac.id/depan/submission/SB2206090086,"Desa atau Kelurahan Teluk Dalem merupakan salah satu desa yang berada dalam naungan Kecamatan Mataram Baru di Kabupaten Lampung Timur. Desa secara langsung memberikan pelayanan administrasi kepada masyarakat seperti pembuatan pengantar Surat Keterangan Tidak Mampu (SKTM) dan Surat Keterangan Mempunyai Usaha (SKMU). Permintaan pembuatan surat tersebut tidak bisa diajukan secara online dalam arti warga diharuskan datang ke kantor kelurahan dengan membawa serta persyaratan yang dibutuhkan. Guna meningkatkan kualitas pelayanan administrasi desa, maka dibuatlah sistem informasi administrasi desa yang dapat digunakan oleh warga dalam mengajukan pembuatan surat secara online. Sistem tersebut menerapkan metode pengembangan sistem menggunakan model waterfall yang dimulai dari tahap analisis, desain, pengodean (pemograman sistem), dan pengujian. Analisis dimulai dari tahap pengumpulan data, kemudian dibuatlah desain sistem berjalan menggunakan flowchart dan sistem diusulkan yang terdiri dari use case diagram, activity diagram, diagram konteks, DFD level 1, CDM, dan user interface. Setelah itu dilakukan pembuatan program yang berbasiskan web dengan menggunakan bahasa pemograman Javascript dan database MySQL. Tahap terakhir yaitu dilakukan pengujian sistem menggunakan black box testing terhadap fungsional sistem. Pengujian tersebut menunjukkan bahwa sistem dapat berjalan dengan baik sebagaimana semestinya yang diharapkan. Kata kunci : Administrasi Desa, Waterfall, Web, Black Box Testing",11
284,PENGEMBANGAN ANTARMUKA DAN FRONT-END SISTEM INFORMASI WEBINAR MENGGUNAKAN METODE DESIGN SPRINT DAN HEART FRAMEWORK (Studi Kasus: PT. Lampung Cerdas),pengembangan antarmuka dan front end sistem informasi webinar menggunakan metode design sprint dan heart framework studi kasus pt lampung cerdas,Teknik Informatika,2024,Dewi Anggraini,"Eko Dwi Nugroho, S.Kom., M.Cs",https://repo.itera.ac.id/depan/submission/SB2406050139,"Sistem informasi webinar lampung cerdas adalah sebuah sistem yang bertujuan untuk mengelola setiap kegiatan webinar yang berlangsung. Pada sistem ini terdapat permasalahan di bagian antarmuka yaitu sistem informasi webinar lampung cerdas belum responsif dan desain sistem saat ini mengakibatkan kebingungan ketika menggunakan sistem tersebut. Selain itu berdasarkan evaluasi pengguna terhadap sistem informasi webinar saat ini dengan menggunakan metode HEART Framework didapatkan hasil seluruh aspek-aspek yang terdapat dalam sistem informasi webinar lampung cerdas masih memiliki penilaian yang rendah yang mengakibatkan user kesulitan menggunakan sistem informasi webinar lampung cerdas. Pada sebuah sistem dibutuhkan desain user interface yang baik. Desain user interface yang dibuat tidak dengan baik akan menyebabkan kesulitan interaksi pengguna dengan sistem yang membuat pengguna bingung dan membuat performa pekerjaan menjadi buruk. Oleh karena itu dilakukan pengembangan antarmuka dan front-end sistem informasi webinar lampung cerdas menggunakan Design Sprint dan untuk mendapatkan nilai usability testing dari hasil pengembangan prototype solusi dengan menggunakan metode HEART Framework. Hasil dari usability testing mendapatkan nilai rata-rata 0,91 dengan ketegori very high yang artinya sudah sesuai dengan keinginan dan kebutuhan pengguna. Kategori very high didapatkan berdasarkan tabel rata-rata penilaian kriteria jika mendapatkan rentang rata-rata 0,81 < r < 1.00 mendapatkan kategori very high.",11
302,Pengembangan Aplikasi Praktik Dokter Umum Berbasis Website Dengan Metode Rapid Application Development Studi Kasus: Praktik dr.Hema Malini,pengembangan aplikasi praktik dokter umum berbasis website dengan metode rapid application development studi kasus praktik dr hema malini,Teknik Informatika,2025,UMY AFIFAH,"Ilham Firman Ashari, S.Kom., M.T",https://repo.itera.ac.id/depan/submission/SB2507180020,"Kemajuan teknologi telah memberikan dampak signifikan terhadap berbagai sektor kehidupan, termasuk sektor kesehatan, khususnya pada praktik dokter umum sebagai penyedia layanan kesehatan primer. Penelitian ini bertujuan untuk merancang dan mengembangkan aplikasi praktik dokter umum berbasis web sebagai solusi terhadap permasalahan penjadwalan, administrasi, dan pengelolaan data pasien di praktik dr. Hema Malini yang berlokasi di Belitang, Kabupaten Ogan Komering Ulu Timur, Sumatera Selatan. Penelitian ini didasarkan pada kendala operasional, seperti terbatasnya waktu praktik akibat jadwal yang bertabrakan, sistem pencatatan manual yang rawan kesalahan, serta kesulitan dalam pengelolaan stok obat dan data pasien. Penelitian ini memiliki relevansi strategis karena menawarkan solusi digital yang mampu meningkatkan efisiensi pelayanan kesehatan. Pengembangan aplikasi dilakukan dengan pendekatan Rapid Application Development (RAD). Penelitian ini memiliki cakupan perancangan sistem informasi seperti, fitur konsultasi online, manajemen data pasien dan obat, serta sistem otentikasi pengguna. Hasil evaluasi menunjukkan bahwa aplikasi ini berhasil memenuhi 37 kebutuhan fungsional dan 5 kebutuhan non fungsional, dengan tingkat validitas pengujian Black Box mencapai 100",11
303,Pengembangan Aplikasi Proteam (Human Resource Management) Dengan Metode Agile Scrum Development,pengembangan aplikasi proteam human resource management dengan metode agile scrum development,Teknik Informatika,2022,Sofwan Hidayat Nst,"Andre Febrianto S.Kom., M.Eng",https://repo.itera.ac.id/depan/submission/SB2208120020,"Manajemen sumber daya pegawai dalam sebuah perusahaan ada yang berasal dari internal maupun eksternal. Resource pegawai internal perusahaan dimiliki setiap divisi, sedangkan eksternal didapat dari vendor. Monitoring data pegawai diperlukan seperti profile pegawai, unit, serta pemantauan utilisasi pegawai, untuk dapat mengelola resource tersebut dibutuhkan suatu tools aplikasi. Aplikasi yang dikembangkan adalah aplikasi berbasis website. Metodologi yang digunakan dalam penelitian ini yaitu Agile Scrum Development. Dalam implementasinya pengembangan aplikasi ini dillaksanakan selama 14 minggu dengan 6 sprint, hal ini lebih cepat dari perencanaan awal. Berdasarkan pengujian unit testing dengan blackbox testing yang dilakukan unit-unit aplikasi dapat berjalan dengan baik serta survei pengalaman pengguna dengan metode UEQ dari 6 skala,4 diantaranya mendapat hasil diatas rata-rata, sehingga dapat dikatakan metode Scrum dapat meningkatkan efisiensi dan efektifitas dalam proses pengembangan perangkat lunak.",11
