id,title,clean_title,category,year,author,abstract_snippet,cluster
146,Implementasi Metode Lean UX untuk Perancangan Interface dan Front End Aplikasi E-Kinerja Berbasis Mobile Android (Studi Kasus : Puskesmas Penyandingan Kab. OKU),implementasi metode lean ux untuk perancangan interface dan front end aplikasi e kinerja berbasis mobile android studi kasus puskesmas penyandingan kab oku,Teknik Informatika,2023,Safran Ilmi,E-Kinerja merupakan aplikasi Pemerintah berbasis website yang digunakan untuk mengkaji kebutuhan jabatan dan beban kerja organisasi atau satuan kerja unit Aparatur Sipil Negara (ASN). Saat ini E-Kinerja belum ada dalam bentuk mobile dan metode akses yang digunakan membatasi kenyamanan pengguna dilua...,0
149,Implementasi Metode Long Short-Term Memory dalam Prediksi Penyediaan Stok Penjualan Bumbu Rempah (Studi Kasus: Toko Bumbu Uni Yeni),implementasi metode long short term memory dalam prediksi penyediaan stok penjualan bumbu rempah studi kasus toko bumbu uni yeni,Teknik Informatika,2024,Muhammad Veldyen,"Peningkatan volume data dalam setiap transaksi bisnis menuntut penerapan teknologi informasi yang efisien untuk mengelola persediaan dan meramalkan kebutuhan konsumen. Toko Bumbu Uni Yeni, sebagai penjual bumbu rempah, menghadapi tantangan fluktuasi stok yang tidak terduga, mengakibatkan pemboros...",0
150,Implementasi Metode PXP Dalam Pembuatan Sistem Presensi Guru Berbasis Website (Studi Kasus: SMP Negeri 10 Bandar Lampung),implementasi metode pxp dalam pembuatan sistem presensi guru berbasis website studi kasus smp negeri 10 bandar lampung,Teknik Informatika,2025,Carin Akiela Amanda,"Presensi guru merupakan bagian penting dalam administrasi sekolah untuk memastikan kehadiran tenaga pendidik. Namun, proses presensi di SMP Negeri 10 Bandar Lampung masih dilakukan secara manual menggunakan buku presensi, yang memakan waktu, rentan terhadap kesalahan pencatatan, serta berisiko rusak...",0
152,IMPLEMENTASI METODE RAPID APPLICATION DEVELOPMENT PADA SISTEM INFORMASI PEMINJAMAN (STUDI KASUS: GALERI MAURA),implementasi metode rapid application development pada sistem informasi peminjaman studi kasus galeri maura,Teknik Informatika,2025,Oktaviana Rinda Sari,"Galeri Maura merupakan tempat sewa pakaian adat di Bandar Lampung, sudah berdiri sejak tahun 2016. Galeri Maura kesulitan dalam mengelola data peminjaman barang. Pada bagian inventaris, manajemen masih dilakukan secara manual, mengandalkan rak yang diberi label dengan nama-nama barang, tetapi ju...",0
156,IMPLEMENTASI PAYMENT GATEWAY PADA ECOMMERCE MENGGUNAKAN METODE WATERFALL (Studi Kasus : Toko Sepatu Syahara Mode),implementasi payment gateway pada ecommerce menggunakan metode waterfall studi kasus toko sepatu syahara mode,Teknik Informatika,2023,Abdul Gani,E-commerce terkait erat dengan pembelian dan pembayaran yang mudah dan nyaman saat melakukan transaksi. Pembayaran merupakan salah satu aktivitas transaksi terpenting di website Syahara Mode yang menjual berbagai macam produk sepatu. Permasalahan yang ada pada website Syahara Mode saat ini ada...,0
157,IMPLEMENTASI PAYMENT GATEWAY PADA SISTEM INFORMASI BOOKING IKLAN DENGAN METODE MODIFIED WATERFALL (STUDI KASUS: LAMPUNG POST),implementasi payment gateway pada sistem informasi booking iklan dengan metode modified waterfall studi kasus lampung post,Teknik Informatika,2024,Lidia Alvionisya Alami,Lampung Post merupakan surat kabar harian Lampung yang berdiri sejak tahun 1974 dan berada dibawah naungan PT. Masa Kini Mandiri yang menerbitkan berita dan iklan bersama dengan media lain yaitu Metro TV dan SAI Radio 100 FM. Proses pemesanan iklan di Lampung Post dilakukan secara manual dan pemb...,0
168,IMPLEMENTASI SHIPPING GATEWAY PADA E-COMMERCE UNTUK PENENTUAN BIAYA KIRIM MENGGUNAKAN METODE WATERFALL (Studi Kasus : Toko Sepatu Syahara Mode),implementasi shipping gateway pada e commerce untuk penentuan biaya kirim menggunakan metode waterfall studi kasus toko sepatu syahara mode,Teknik Informatika,2023,I Wayan Chandra Dinata,Perkembangan industri E-Commerce di Indonesia diperkirakan masih mengalami peningkatan yang cukup signifikan sehingga banyak pelaku bisnis yang mulai memanfaatkannya dalam memperkuat daya saing bisnisnya. Pada Toko Sepatu Syahara Mode ini transaksinya sebagian besar masih dilakukan secara offline ya...,0
171,IMPLEMENTASI SISTEM INVENTORY SPAREPART DAN SERVICE KENDARAAN BERBASIS WEB MENGGUNAKAN METODE WATERFALL MODIFY (STUDI KASUS : Berkah Motor),implementasi sistem inventory sparepart dan service kendaraan berbasis web menggunakan metode waterfall modify studi kasus berkah motor,Teknik Informatika,2025,AARON NOAH KALALO,"Berkah Motor masih menggunakan pencatatan manual untuk stok sparepart dan layanan servis, sehingga sering terjadi ketidakakuratan data dan keterlambatan layanan. Penelitian ini mengembangkan sistem penyimpanan berbasis web dengan metode Modified Waterfall untuk meningkatkan efisiensi dan akurasi pen...",0
175,Implementasi Sistem Pemesanan Pada Website Dengan Menggunakan Metode PXP (Studi Kasus: Gedung Olahraga Bulutangkis Polres Lampung Selatan),implementasi sistem pemesanan pada website dengan menggunakan metode pxp studi kasus gedung olahraga bulutangkis polres lampung selatan,Teknik Informatika,2025,Muhammad Affan Sa`id,"Olahraga merupakan kegiatan yang banyak dilakukan oleh kalangan anak-anak, remaja bahkan orang tua. Kegiatan tersebut merupakan kegiatan utama untuk menjaga daya tahan tubuh yang baik dalam kesehatan seperti olahraga bulutangkis yang sangat populer di Indonesia. Gedung olaharaga bulutangkis yang ber...",0
182,IMPLEMENTASI WEBSITE SECURITY MENGGUNAKAN METODE MITIGASI OWASP ZAP PADA WEBSITE SATU DATA LAMPUNG TENGAH,implementasi website security menggunakan metode mitigasi owasp zap pada website satu data lampung tengah,Teknik Informatika,2024,Ilham Scesar Erlangga,Keamanan website adalah aspek penting dalam menjaga integritas dan kerahasiaan suatu data terutama bagi platform pemerintahan seperti Website Satu Data Lampung Tengah yang merupakan wadah data-data seluruh penduduk dan pemerintahan Lampung berpusat. Penelitian ini bertujuan untuk mengimplementasikan...,0
223,Museum Lampung Virtual Interaktif Menggunakan Teknologi Mobile Virtual Reality (Studi Kasus : Museum Lampung),museum lampung virtual interaktif menggunakan teknologi mobile virtual reality studi kasus museum lampung,Teknik Informatika,2023,Yohanes Eloi Pardamean Manik,"Museum Virtual Lampung merupakan sebuah penelitian yang bertujuan untuk mengatasi masalah rendahnya minat pengunjung terhadap museum Lampung. Dalam penelitian ini, diajukan solusi berupa pengembangan Museum Virtual Interaktif menggunakan Teknologi Mobile Virtual Reality untuk Museum Lampung. Tujuan ...",0
230,PEMBANGUNAN APLIKASI PENDATAAN REGISTER DAN PENJADWALAN RESTRUKTURISASI KREDIT DENGAN METODE PERSONAL EXTREME PROGRAMMING DI KC BRI TELUK BETUNG,pembangunan aplikasi pendataan register dan penjadwalan restrukturisasi kredit dengan metode personal extreme programming di kc bri teluk betung,Teknik Informatika,2023,Okta Roma Uli Sihombing,Restrukturisasi kredit adalah proses di mana pemberi pinjaman dan peminjam bekerja sama untuk mengubah syarat-syarat pembayaran kredit yang ada. Register kredit Bank BRI merujuk pada catatan atau database yang berisi informasi tentang kredit yang diberikan oleh Bank BRI kepada nasabahnya. Personal E...,0
236,Pembuatan Sistem Penjadwalan Pelayan Ibadah Gereja Mawar Sharon Lampung Menggunakan Algoritma Genetika,pembuatan sistem penjadwalan pelayan ibadah gereja mawar sharon lampung menggunakan algoritma genetika,Teknik Informatika,2025,YOSIA GILBERT WUATEN,"Gereja Mawar Sharon Lampung merupakan salah satu gereja yang menyelenggarakan ibadah dengan melibatkan volunteer sebagai pelayan di berbagai bidang, termasuk multimedia. Saat ini proses penjadwalan masih dilakukan secara manual melalui spreadsheet, yang berpotensi menyebabkan konflik jadwal, ketidak...",0
249,Penentuan Jalur Terpendek pada Permasalahan SPP (Shortest Path Problem) dengan Implementasi Algoritma Dijkstra dan A-Star dengan Rute Angkot C13,penentuan jalur terpendek pada permasalahan spp shortest path problem dengan implementasi algoritma dijkstra dan a star dengan rute angkot c13,Teknik Informatika,2021,Vicko Pratama Ibrahim,"Penelitian ini bertujuan untuk memodelkan rute angkutan umum. Objek dalam penelitian ini adalah Angkutan umum C13 pada wilayah Jakarta barat dengan rute Pasar Pesing – Pesanggrahan. Angkutan umum C13 beroperasi diwilayah Jakarta barat mencakup daerah Pesing, kedoya, kebon jeruk hingga pesanggrahan...",0
261,PENERAPAN METODE DESIGN SPRINT UNTUK PENGEMBANGAN ANTARMUKA DAN FRONT-END PADA APLIKASI MEFOOD - EXPRESS DALAM MENINGKATKAN PENGALAMAN PENGGUNA,penerapan metode design sprint untuk pengembangan antarmuka dan front end pada aplikasi mefood express dalam meningkatkan pengalaman pengguna,Teknik Informatika,2024,AYU AFIFAH,"Mefood – Express merupakan sebuah aplikasi layanan jasa dan kurir berbasis mobile yang memiliki layanan utama yaitu layanan pesan antar makanan, layanan antar barang, dan layanan pembelian obat di apotek. Aplikasi Mefood-Express memiliki user experience yang cukup baik, namun masih ada keluhan dar...",0
273,PENERAPAN SISTEM INFORMASI DENGAN METODE WATERFALL UNTUK TATA KELOLA ADMINISTRASI DESA (Studi Kasus: Desa Teluk Dalem),penerapan sistem informasi dengan metode waterfall untuk tata kelola administrasi desa studi kasus desa teluk dalem,Teknik Informatika,2022,Agung Prawoso,Desa atau Kelurahan Teluk Dalem merupakan salah satu desa yang berada dalam naungan Kecamatan Mataram Baru di Kabupaten Lampung Timur. Desa secara langsung memberikan pelayanan administrasi kepada masyarakat seperti pembuatan pengantar Surat Keterangan Tidak Mampu (SKTM) dan Surat Keterangan Mempuny...,0
284,PENGEMBANGAN ANTARMUKA DAN FRONT-END SISTEM INFORMASI WEBINAR MENGGUNAKAN METODE DESIGN SPRINT DAN HEART FRAMEWORK (Studi Kasus: PT. Lampung Cerdas),pengembangan antarmuka dan front end sistem informasi webinar menggunakan metode design sprint dan heart framework studi kasus pt lampung cerdas,Teknik Informatika,2024,Dewi Anggraini,Sistem informasi webinar lampung cerdas adalah sebuah sistem yang bertujuan untuk mengelola setiap kegiatan webinar yang berlangsung. Pada sistem ini terdapat permasalahan di bagian antarmuka yaitu sistem informasi webinar lampung cerdas belum responsif dan desain sistem saat ini mengakibatkan kebin...,0
285,Pengembangan Antarmuka dan Front-End Website E-Perizinan menggunakan Metode Design Sprint dan HEART Framework (Studi Kasus: Dinas Perhubungan Provinsi Lampung),pengembangan antarmuka dan front end website e perizinan menggunakan metode design sprint dan heart framework studi kasus dinas perhubungan provinsi lampung,Teknik Informatika,2022,Vina Oktariana,Website E-Perizinan merupakan perizinan rubah sifat dan rubah bentuk kendaraan secara online dengan berbasis web dimana harapannya mempermudah seluruh masyarakat Lampung yang terkhusus memiliki perusahaan agar melakukan pembuatan / perpanjang surat perizinan tanpa harus datang ke kantor Dinas Perhub...,0
289,PENGEMBANGAN APLIKASI CUSTOMER RELATIONSHIP MANAGEMENT PADA APLIKASI ECOMMERCE BERBASIS ANDROID MENGGUNAKAN METODE EXTREME PROGRAMMING (Studi Kasus CV. Ariftama Tekindo),pengembangan aplikasi customer relationship management pada aplikasi ecommerce berbasis android menggunakan metode extreme programming studi kasus cv ariftama tekindo,Teknik Informatika,2026,Ihsan Triyadi,"Proses layanan pelanggan pada CV. Ariftama Tekindo yang masih mengandalkan pencatatan manual via WhatsApp menimbulkan kendala operasional, seperti keluhan terlewat, dokumentasi lemah, dan risiko kehilangan data. Penelitian ini bertujuan mengembangkan sistem Customer Relationship Management (CRM)...",0
290,Pengembangan Aplikasi E-Commerce Berbasis Android Dengan Metode Extreme Programming (Studi Kasus CV. Ariftama Tekindo),pengembangan aplikasi e commerce berbasis android dengan metode extreme programming studi kasus cv ariftama tekindo,Teknik Informatika,2026,FATUR ARKAN SYAWALVA,"CV. Ariftama Tekindo adalah badan usaha yang bergerak di bidang desain interior, konstruksi, dan instalasi elektrika yang saat ini masih mengandalkan proses transaksi manual melalui WhatsApp. Metode ini mengakibatkan masalah pada pengelolaan data, dokumentasi riwayat transaksi yang tidak terstruktur...",0
297,PENGEMBANGAN APLIKASI PELAYANAN DAN PENGELOLAAN INVENTORY BENGKEL (APPBENG) MENGGUNAKAN SISTEM REKOMENDASI PRODUK DENGAN METODE ABC-CYCLE COUNTING,pengembangan aplikasi pelayanan dan pengelolaan inventory bengkel appbeng menggunakan sistem rekomendasi produk dengan metode abc cycle counting,Teknik Informatika,2021,Arif Wicaksono,UD Empat Senine adalah usaha bengkel motor penyedia spare part dan pelayanan service sepeda motor yang berlokasi di Kabupaten Aceh Tenggara. Saat ini usaha bengkel memiliki jumlah SKU (Stock Keeping Unit) mencapai 120 lebih. Pengelolaan usaha pada UD Empat Senine saat ini dilakukan secara manual dan...,0
298,PENGEMBANGAN APLIKASI PENGELOLAAN BANK SAMPAH PROSES TRANSAKSI BERBASIS WEBSITE MENGGUNAKAN METODE MODIFIED WATERFALL (STUDI KASUS: BANK SAMPAH SAHABAT GAJAH),pengembangan aplikasi pengelolaan bank sampah proses transaksi berbasis website menggunakan metode modified waterfall studi kasus bank sampah sahabat gajah,Teknik Informatika,2025,AHMAD RIZKI MAULANA,"Pengelolaan sampah merupakan isu lingkungan penting di Indonesia, dengan meningkatnya volume sampah yang dihasilkan setiap tahun. Bank Sampah Sahabat Gajah di Lampung berperan dalam mengelola sampah rumah tangga melalui sistem tabungan sampah, namun proses pencatatan transaksi dan pengelolaan data n...",0
299,Pengembangan Aplikasi Pengenalan Wajah Pada Sistem Presensi Karyawan Menggunakan Raspberry Pi 5 Dengan Metode Waterfall,pengembangan aplikasi pengenalan wajah pada sistem presensi karyawan menggunakan raspberry pi 5 dengan metode waterfall,Teknik Informatika,2025,Slamet Nugroho,"Kehadiran karyawan merupakan aspek krusial dalam administrasi perusahaan, namun sistem presensi manual dan berbasis kartu RFID sering menghadapi masalah seperti kesalahan pencatatan, kehilangan data, atau kerusakan kartu. PT Rocker Technology Innovation, perusahaan IT Consultant di Bandar Lamp...",0
303,Pengembangan Aplikasi Proteam (Human Resource Management) Dengan Metode Agile Scrum Development,pengembangan aplikasi proteam human resource management dengan metode agile scrum development,Teknik Informatika,2022,Sofwan Hidayat Nst,"Manajemen sumber daya pegawai dalam sebuah perusahaan ada yang berasal dari internal maupun eksternal. Resource pegawai internal perusahaan dimiliki setiap divisi, sedangkan eksternal didapat dari vendor. Monitoring data pegawai diperlukan seperti profile pegawai, unit, serta pemantauan utilisasi pe...",0
307,PENGEMBANGAN APLIKASI WEB PENGELOLAAN BANK SAMPAH SEROJA MENGGUNAKAN METODE PERSONAL EXTREME PROGRAMMING (STUDI KASUS: KELURAHAN PEMATANG WANGI),pengembangan aplikasi web pengelolaan bank sampah seroja menggunakan metode personal extreme programming studi kasus kelurahan pematang wangi,Teknik Informatika,2024,Dean Andhika Ramadhan,"Bank Sampah Seroja di Kelurahan Pematang Wangi bertujuan menjaga kelestarian lingkungan melalui pemilahan sampah dan penukaran sampah menjadi uang dengan skema tabungan. Saat ini, pencatatan masih manual, menyebabkan proses pengelolaan lambat dan berisiko terjadi kesalahan. Pengembangan aplikasi ber...",0
310,PENGEMBANGAN CONTENT MANAGEMENT SYSTEM PADA BUSINESS INTELLIGENCE DASHBOARD MENGGUNAKAN BUSINESS INTELLIGENCE PROJECT LIFECYCLE DAN SCRUM,pengembangan content management system pada business intelligence dashboard menggunakan business intelligence project lifecycle dan scrum,Teknik Informatika,2023,Ihza Fajrur Rachman Hasani,Pemerintah Kota Bandar Lampung saat ini sedang berupaya untuk menjadikan Kota Bandar Lampung sebagai smart city. Salah satu rintangan yang perlu dihadapi oleh Pemerintah Bandar Lampung adalah kekurangan tingkat sinkronisasi data antar Organisasi Perangkat Daerah (OPD) yang menyulitkan pemegang ke...,0
315,PENGEMBANGAN FITUR AUTENTIKASI PADA SISTEM INFORMASI PERPUSTAKAAN BERBASIS WEBSITE MENGGUNAKAN METODE RAPID APPLICATION DEVELOPMENT (STUDI KASUS : SMKN 7 BANDAR LAMPUNG),pengembangan fitur autentikasi pada sistem informasi perpustakaan berbasis website menggunakan metode rapid application development studi kasus smkn 7 bandar lampung,Teknik Informatika,2025,HANIF PUTRA AGUSTA,"Perpustakaan SMKN 7 Bandar Lampung masih menghadapi permasalahan dalam pengelolaan data yang dilakukan secara manual, seperti pencatatan peminjaman dan pengembalian buku, serta pendataan anggota perpustakaan. Proses ini rawan kesalahan, dan menyulitkan dalam pelacakan buku dan pembuatan laporan. Unt...",0
326,Pengembangan Qr Code Search Live Maps dan Validasi Permohonan Surat Rubah Sifat dan Bentuk Kendaraan Berbasis Web ( Studi Kasus: Dinas Perhubungan Provinsi Lampung ),pengembangan qr code search live maps dan validasi permohonan surat rubah sifat dan bentuk kendaraan berbasis web studi kasus dinas perhubungan provinsi lampung,Teknik Informatika,2022,Ringgo Galih Sadewo,"Dinas Perhubungan adalah penyelenggaraan urusan pemerintah bidang kebijakan perhubungan atau transportasi, salah satu pelayanan perizinannya yaitu izin rubah sifat dan bentuk kendaraan. Namun covid-19 sedang menjadi masalah kesehatan dunia, sehingga kegiatan perizinan rubah sifat dan bentuk kendaraa...",0
331,PENGEMBANGAN SISTEM DASHBOARD MONITORING KAMAR TIDUR DAN JADWAL DOKTER DENGAN METODE RAD (Studi Kasus : RSUD Abdul Moeloek),pengembangan sistem dashboard monitoring kamar tidur dan jadwal dokter dengan metode rad studi kasus rsud abdul moeloek,Teknik Informatika,2025,MUHAMAD IVAN AULIA RAHMAN,Pengembangan sistem informasi menajemen rumah sakit (SIMRS) di RSUD Abdul Moeloek menghadapi kendala monitoring manual ketersediaan kamar tidur dan jadwal dokter yang menyebabkan keterlambatan informasi serta ketidakakuratan data. Penelitian ini mengatasi rumusan masalah tersebut melalui pengembanga...,0
337,PENGEMBANGAN SISTEM INFORMASI AKADEMIK SMA NEGERI 1 JATI AGUNG BERBASIS WEBSITE DENGAN METODE DYNAMIC SYSTEMS DEVELOPMENT METHOD (DSDM),pengembangan sistem informasi akademik sma negeri 1 jati agung berbasis website dengan metode dynamic systems development method dsdm,Teknik Informatika,2025,MUHAMMAD NUR AZIZ,Perkembangan Teknologi Informasi dan Komunikasi (TIK) berkembang setiap tahunnya termasuk dalam bidang pendidikan. Kegiatan akademik SMA Negeri 1 Jati Agung masih dilakukan secara konvensional dan manual yang mana proses pendistribusian pengolahan dan pengarsipan data masih secara tertulis. Proses i...,0
338,PENGEMBANGAN SISTEM INFORMASI AKUNTANSI BERBASIS WEBSITE DENGAN METODE RAPID APPLICATION DEVELOPMENT (STUDI KASUS : PT. SINAR KALIMAN SEHAT),pengembangan sistem informasi akuntansi berbasis website dengan metode rapid application development studi kasus pt sinar kaliman sehat,Teknik Informatika,2024,MARCHELL MANURUNG,Sistem informasi menjadi elemen penting dalam suatu perusahaan untuk membantu perusahaan dalam pengambilan keputusan berdasarkan informasi-informasi yang dibutuhkan perusahaan salah satunya yaitu untuk menghasilkan laporan-laporan keuangan. Perusahaan Sinar Kaliman Sehat merupakan perusahaan yang be...,0
339,Pengembangan Sistem Informasi Arsip Surat Berbasis Web Menggunakan Metode Waterfall (Studi Kasus: Dinas Perkebunan Provinsi Lampung),pengembangan sistem informasi arsip surat berbasis web menggunakan metode waterfall studi kasus dinas perkebunan provinsi lampung,Teknik Informatika,2024,Adelia Yasmin,"Modernisasi pengelolaan arsip merupakan hal yang penting dengan memanfaatkan media IT, terutama komputer untuk efektivitas dan efisiensi dalam penyimpanan dan pemeliharaan dokumen. Terutama di dalam instansi Pemerintahan, salah satunya Dinas Perkebunan Provinsi Lampung. Tujuan dilakukannya penelitia...",0
342,PENGEMBANGAN SISTEM INFORMASI INVENTORI DAN PENJUALAN PRODUK BERBASIS WEBSITE DENGAN RESTFUL WEB SERVICES MENGGUNAKAN METODE PENGEMBANGAN RAD,pengembangan sistem informasi inventori dan penjualan produk berbasis website dengan restful web services menggunakan metode pengembangan rad,Teknik Informatika,2023,Kevin Tanuwijaya,"Toko Gloria merupakan toko elektronik yang terletak di Jl. Pemuda no.49, Kecamatan Tanjung Karang Pusat, Kota Bandar Lampung. Toko ini menyediakan berbagai produk elektronik seperti kipas angin, lemar es, kompor, televisi, pendingin ruangan, dan lain-lain. Proses manajemen penyimpanan dan penj...",0
343,PENGEMBANGAN SISTEM INFORMASI INVENTORY OBAT BERBASIS WEB MENGGUNAKAN METODE MODIFIED WATERFALL (STUDI KASUS : RSUD JEND.AHMAD YANI METRO),pengembangan sistem informasi inventory obat berbasis web menggunakan metode modified waterfall studi kasus rsud jend ahmad yani metro,Teknik Informatika,2023,Ardi Gaya Manalu,"Persediaan merupakan suatu hal yang dibutuhkan rumah sakit dalam menghadapi adanya ketidakstabilan dalam pengontrolan, dengan manajemen stok obat yang efisien sangat penting bagi institusi kesehatan untuk memastikan ketersediaan dari obat-obatan. Sistem yang sedang berjalan saat ini merupakan a...",0
344,PENGEMBANGAN SISTEM INFORMASI KASIR DAN INVENTORI BERBASIS PROGRESSIVE WEB APP DENGAN TOOLS KANBAN (STUDI KASUS: TOKO SALLY),pengembangan sistem informasi kasir dan inventori berbasis progressive web app dengan tools kanban studi kasus toko sally,Teknik Informatika,2025,Harun Abdulkarim Khafid,"Toko Sally menghadapi tantangan dalam mengelola transaksi penjualan dan memantau stok barang secara efisien, yang mendorong kebutuhan akan sebuah sistem terintegrasi. Penelitian ini bertujuan untuk membangun sebuah aplikasi yang mengintegrasikan sistem kasir dan inventori yang mampu memproses transa...",0
