id,title,clean_title,category,year,author,advisor,url,abstract,cluster
47,DATA MINING ANALISA POLA PEMBELIAN PASTRY MENGGUNAKAN ALGORITMA APRIORI (STUDI KASUS: MOORE COFFEE AND PASTRY),data mining analisa pola pembelian pastry menggunakan algoritma apriori studi kasus moore coffee and pastry,Teknik Informatika,2025,Ahmad Aldi Setiawan,"Winda Yulita, M.Cs.",https://repo.itera.ac.id/depan/submission/SB2511260041,"Moore Coffee and Pastry merupakan salah satu bisnis yang bergerak di bidang penjualan makanan dan minuman dengan konsep industrial dan open space yang unik, serta memiliki produk utama yaitu pastry. Salah satu permasalahan yang dihadapi bisnis ini adalah pengelolaan data pembelian pastry yang kurang optimal, sehingga berdampak pada ketidaksesuaian stok produk dengan permintaan konsumen. Untuk mengatasi permasalahan tersebut, penelitian ini bertujuan untuk menganalisis pola pembelian konsumen terhadap produk pastry sebagai dasar dalam pengelolaan stok yang lebih efektif dan efisien. Analisis pola pembelian dilakukan dengan menggunakan metode data mining berbasis algoritma Apriori. Data yang dianalisis merupakan data transaksi penjualan pastry selama periode 365 hari dengan jumlah total 4015 data transaksi. Proses analisis menetapkan batasan minimum support sebesar 60",3
49,DESAIN ANTARMUKA APLIKASI PEMESANAN MAKANAN DAN MINUMAN MENGGUNAKAN USER CENTERED DESIGN (Studi Kasus: KAFE PROSPERO BARN),desain antarmuka aplikasi pemesanan makanan dan minuman menggunakan user centered design studi kasus kafe prospero barn,Teknik Informatika,2023,Nayaka Pitra Raditya,"Aidil Afriansyah, S.Kom., M.Kom.",https://repo.itera.ac.id/depan/submission/SB2306130027,"Kafé Prospero Barn merupakan sebuah usaha/bisnis dalam dibidang penjualan makanan dan minuman, berlokasi di Jalan Flamboyan Kota Salatiga Jawa Tengah. Prospero Barn ini terdapat restaurant dan coffee shop. Saat ini proses penjualan yang digunakan kafe Prospero Barn yaitu pelanggan akan melakukan pemesanan dengan cara konvensional, dengan memesan langsung ke karyawan (waiters). Pada hari libur seperti tanggal merah dan weekend pengunjung kafe relatif ramai, apalagi disaat adanya event. Hal ini menyebabkan pelayanan terlihat buruk jika karyawan (waiters) sibuk melayani pelanggan lain, sehingga membuat pelanggan yang baru datang merasa diabaikan. Berdasarkan pemasalahan tersebut, penelitian ini berfokus membuat perancangan desain antarmuka aplikasi pemesanan makanan dan minuman pada kafé Prospero Barn yang mampu memudahkan pelanggan dalam pemesanan makanan dan minuman dan mudah digunakan sesuai dengan kebutuhan pengguna dengan menggunakan metode user centered design (UCD) dan usability testing sebagai metode evaluasi yang digunakan ke pengguna. Hasil dari penelitian ini adalah berhasil membuat rancangan desain antarmuka dengan menggunakan metode User Centered Design (USD). Sedangkan hasil dari pengujian berdasarkan aspek usability mendapatkan nilai, 60% pada learnability, 70% pada efficiency, 66,67% pada memorability dan 65% pada satisfacation dengan total rata-rata penilaian adalah 65,41%. Kata Kunci : Kafe, Prospero Barn, Desain Antarmuka, User Centered Design, Usability",3
64,"EVALUASI APLIKASI ECOMMERCE MENGGUNAKAN METODE IMPORTANCE PERFORMANCE ANALYSIS (IPA) DAN CUSTOMER SATISFACTION INDEX SERTA MODEL DELONE & MCLEAN (Studi komparatif terhadap pengalaman pengguna Shopee, Tokopedia, Bukalapak)",evaluasi aplikasi ecommerce menggunakan metode importance performance analysis ipa dan customer satisfaction index serta model delone mclean studi komparatif terhadap pengalaman pengguna shopee tokopedia bukalapak,Teknik Informatika,2021,Maria Oktarise Natania Gultom,"Meida Cahyo Untoro, S.Kom., M.Kom.",https://repo.itera.ac.id/depan/submission/SB2102050005,"Pertumbuhan bisnis beberapa ecommerce berkembang pesat setiap harinya, dan hal tersebut dapat menciptakan persaingan yang ketat antar perusahaan. Setiap perusahaan mengembangkan daya tarik bisnis yang berbeda yang dapat menciptakan pendapatan bisnis yang tinggi. Untuk mengetahui hal apa yang perlu diperbaiki, dan hasil penilaian dari produk tertentu perlu dilakukannya evaluasi. Dalam melakukan evaluasi juga diperlukannya perspektif dan persepsi manusia. Perspektif adalah sudut pandang, sedangkan persepsi adalah interpretasi individu terhadap sesuatu. Oleh karena itu, agar dapat mengidentifikasi secara spesifik indikator yang sudah maupun belum memenuhi harapan pengguna dalam menggunakan aplikasi ecommerce. Jenis penelitian yang digunakan kuantitatif. Variabel merupakan atribut dari pelayanan yang digunakan dari model Delone & Mclean. Pengukuran tingkat kepuasan pengguna dengan menggunakan Customer Satisfaction Index. Metode analisis menggunakan Importance Performance Analysisi (IPA) dengan membandingkan antara tingkat kepentingan dan tingkat kinerja pelayanan yang telah dirasakan pengguna. Hasil yang didapatkan aplikasi Shopee memiliki indeks kepuasan Sangat Puas dengan nilai 80.23 %, aplikasi Tokopedia memiliki indeks kepuasan Puas dengan nilai 78.58%, dan aplikasi Bukalapak memiliki indeks kepuasan Puas dengan nilai 73.22%. Dalam mengetahui tingkat kepuasan pengguna mengenai hal apa saja atau faktor yang mempengaruhi tingkat kinerja aplikasi e-commerce dalam memenuhi kepuasan pengguna dengan menggunakan metode Importance Performance Analysis (IPA). Hasil yang didapatkan aplikasi Shopee untuk metode IPA tidak adanya variabel yang masuk ke kuadran prioritas utama, aplikasi Tokopedia terdapat 4 variabel, dan aplikasi Bukalapak terdapat 5 variabel yang masuk kedalam kuadran prioritas utama",3
152,IMPLEMENTASI METODE RAPID APPLICATION DEVELOPMENT PADA SISTEM INFORMASI PEMINJAMAN (STUDI KASUS: GALERI MAURA),implementasi metode rapid application development pada sistem informasi peminjaman studi kasus galeri maura,Teknik Informatika,2025,Oktaviana Rinda Sari,"Andre Febrianto, S.Kom., M.Eng",https://repo.itera.ac.id/depan/submission/SB2505280025,"Galeri Maura merupakan tempat sewa pakaian adat di Bandar Lampung, sudah berdiri sejak tahun 2016. Galeri Maura kesulitan dalam mengelola data peminjaman barang. Pada bagian inventaris, manajemen masih dilakukan secara manual, mengandalkan rak yang diberi label dengan nama-nama barang, tetapi jumlah stoknya tidak dicatat. Proses peminjaman terhambat oleh kesalahan dalam ketersediaan stok, yang menyebabkan kegagalan transaksi, sehingga laporan transaksi peminjaman kostum masih tidak teratur dan kacau karena belum terintegrasi dengan sistem. Penulis mengatasi masalah tersebut dengan cara membuat sistem informasi peminjaman berbasis web dengan metode Rapid Application Development. Penulis memulai penelitian dengan mengidentifikasi masalah dan melakukan penelitian literatur melalui observasi dan wawancara. Selanjutnya, desain dan implementasi sistem dilakukan. Setelah itu, sistem diuji dengan penerapan System Usability Scale dan Black-box Testing. Hasilnya menunjukkan 100% validasi sekanrio uji pada prngujian Black-box Testing dan skor System Usability Scale sebesar 82.25 masuk dalam kategori ""Excellent"" (Grade A),. Namun, ada kemungkinan penyempurnaan tambahan karena masih ada gap usability sebesar 17,75%",3
156,IMPLEMENTASI PAYMENT GATEWAY PADA ECOMMERCE MENGGUNAKAN METODE WATERFALL (Studi Kasus : Toko Sepatu Syahara Mode),implementasi payment gateway pada ecommerce menggunakan metode waterfall studi kasus toko sepatu syahara mode,Teknik Informatika,2023,Abdul Gani,"Andre Febrianto, S.Kom., M.Eng",https://repo.itera.ac.id/depan/submission/SB2301160016,"E-commerce terkait erat dengan pembelian dan pembayaran yang mudah dan nyaman saat melakukan transaksi. Pembayaran merupakan salah satu aktivitas transaksi terpenting di website Syahara Mode yang menjual berbagai macam produk sepatu. Permasalahan yang ada pada website Syahara Mode saat ini adalah pembayaran masih menggunakan sistem manual dan pelanggan melakukan pembayaran sebelum mengupload struk transfer ke admin. Administrator kemudian memeriksa untuk melihat apakah pembayaran telah diterima oleh agensi. Saat ini sudah ada penyedia layanan payment gateway yang bisa membantu melakukan transaksi seperti Midtrans. Midtrans adalah salah satu penyedia layanan payment gateway di Indonesia. Midtrans menyederhanakan transaksi pembayaran dan sistemnya otomatis, jadi tidak diperlukan konfirmasi manual. Implementasinya mengharuskan Anda untuk mengkonfigurasi midtrans pada sistem yang ada menggunakan framework CodeIgniter dan bahasa pemrograman PHP. Metodologi waterfall adalah metodologi yang digunakan untuk pembangunan perangkat lunak. Dalam metodologi ini dilakukan beberapa langkah untuk membangun sebuah perangkat lunak, yaitu: analisis kebutuhan, desain, implementasi sistem, pengujian sistem, dan pemeliharaan sistem. Pada penelitian kali ini penulis masih tetap mendampingi dalam proses pengoperasian aplikasi. Tetapi pada proses maintenance tidak akan dilakukan dikarenakan adanya keterbatasan waktu dan dalam pengerjaan laporan tugas akhir. Dengan mengikuti metodologi yang tersedia dan menjalankan setiap tahapnya, diharapkan aplikasi yang dibuat sesuai dengan kebutuhan customer dan dapat digunakan oleh mereka. Pengujian pada penelitian ini menggunakan Blackbox Testing dan API Testing. Dimana pada pengujian Black-box testing seluruh proses pengujiannya berhasil sesuai dengan hasil yang diharapkan dan pada API Testing seluruh pengujiannya berhasil sesuai dengan hasil yang diharapkan. Payment Gateway menyediakan metode pembayaran yang beragam, sehingga memudahkan konsumen untuk berbelanja di toko online. Midtrans sebagai jasa penyedia payment gateway membuat proses transaksi menjadi lebih mudah dan praktis. Payment gateway yang dibuat dapat terintegrasi dengan modul-modul lain sehingga terciptanya sebuah sistem e-commerce yang komprehensif. Kata Kunci : codeigniter, e-commerce, midtrans, PHP, transaksi pembayaran, waterfall.",3
157,IMPLEMENTASI PAYMENT GATEWAY PADA SISTEM INFORMASI BOOKING IKLAN DENGAN METODE MODIFIED WATERFALL (STUDI KASUS: LAMPUNG POST),implementasi payment gateway pada sistem informasi booking iklan dengan metode modified waterfall studi kasus lampung post,Teknik Informatika,2024,Lidia Alvionisya Alami,"Mugi Praseptiawan, S.T., M.Kom.",https://repo.itera.ac.id/depan/submission/SB2409240170,"Lampung Post merupakan surat kabar harian Lampung yang berdiri sejak tahun 1974 dan berada dibawah naungan PT. Masa Kini Mandiri yang menerbitkan berita dan iklan bersama dengan media lain yaitu Metro TV dan SAI Radio 100 FM. Proses pemesanan iklan di Lampung Post dilakukan secara manual dan pembayaran secara cash dan transfer bank yang pemerikasaannya dilakukan secara manual. Oleh karena itu akan dikembangkan sistem informasi booking iklan yang terintegrasi dengan payment gateway midtrans dengan menggunakan metode modified waterfall. Tujuan penelitian ini adalah untuk mengimplementasikan payment gateway pada sistem informasi booking iklan yang terintegrasi dengan midtrans dan melakukan pengujian sistem dengan menggunakan blackbox testing, API testing, System Usability Scale (SUS), dan performance load testing. Penelitian ini menghasilkan sistem informasi booking iklan yang melibatkan 2 aktor yaitu user dan admin. User pada sistem informasi ini dapat melakukan pemesanan iklan, memilih metode pembayaran yang tersedia, melihat status pesanan, dan melihat daftar seluruh pesanan yang dibuat. Admin pada sistem informasi ini memeriksa seluruh transaksi yang dilakukan customer pada dashboard midtrans, menambah, mengubah, dan menghapus daftar harga, dan melakukan pencetakan laporan pesanan. Hasil pengujian dari sistem ini pada pengujian blackbox testing dan API testing mengahsilkan persentase keberhasilan 100",3
168,IMPLEMENTASI SHIPPING GATEWAY PADA E-COMMERCE UNTUK PENENTUAN BIAYA KIRIM MENGGUNAKAN METODE WATERFALL (Studi Kasus : Toko Sepatu Syahara Mode),implementasi shipping gateway pada e commerce untuk penentuan biaya kirim menggunakan metode waterfall studi kasus toko sepatu syahara mode,Teknik Informatika,2023,I Wayan Chandra Dinata,"Andre Febrianto, S.Kom., M.Eng.",https://repo.itera.ac.id/depan/submission/SB2301120041,"Perkembangan industri E-Commerce di Indonesia diperkirakan masih mengalami peningkatan yang cukup signifikan sehingga banyak pelaku bisnis yang mulai memanfaatkannya dalam memperkuat daya saing bisnisnya. Pada Toko Sepatu Syahara Mode ini transaksinya sebagian besar masih dilakukan secara offline yang mengakibatkan daya saing menurun. Sehingga diberikan sebuah solusi berupa pengembangan E-Commerce dimana tentunya diperlukan informasi berupa biaya pengiriman barang dari penjual ke pembeli sehingga di penelitian ini akan mengimplementasikan Shipping Gateway pada E-Commerce Toko Sepatu Syahara Mode. Shipping Gateway yang akan menggunakan API dari RajaOngkir dimana menyediakan layanan mengenai pengiriman barang. Metode yang digunakan adalah metode waterfall. Tahapan waterfall diawali dengan menganalisis kebutuhan sistem dengan wawancara, melakukan proses desain sistem sesuai kebutuhan yang didapatkan, lalu implementasi desain kedalam program dengan Framework CodeIgniter, Framework Ionic, bahasa pemrograman PHP, Javascript dan HTML, selanjutnya dilakukan integrasi modul serta dilakukan pengujian dan terakhir melakukan penyerahan sistem kepada client. Dalam pengujian sistemnya akan menggunakan metode Blackbox Testing dengan menguji coba fungsionalitasnya serta API yang terimplementasi akan diuji menggunakan Postman. Persentase keberhasilan uji fungsionalitas dari sistem yang dibuat adalah 98.3% serta uji API menggunakan postman adalah 100% yang menandakan sistem dapat berjalan dengan baik sesuai dengan yang diharapkan. Kata Kunci : E-Commerce, Shipping Gateway, Raja Ongkir, Waterfall, Blackbox Testing",3
171,IMPLEMENTASI SISTEM INVENTORY SPAREPART DAN SERVICE KENDARAAN BERBASIS WEB MENGGUNAKAN METODE WATERFALL MODIFY (STUDI KASUS : Berkah Motor),implementasi sistem inventory sparepart dan service kendaraan berbasis web menggunakan metode waterfall modify studi kasus berkah motor,Teknik Informatika,2025,AARON NOAH KALALO,"Aidil Afriansyah, S.Kom., M.Kom",https://repo.itera.ac.id/depan/submission/SB2509190038,"Berkah Motor masih menggunakan pencatatan manual untuk stok sparepart dan layanan servis, sehingga sering terjadi ketidakakuratan data dan keterlambatan layanan. Penelitian ini mengembangkan sistem penyimpanan berbasis web dengan metode Modified Waterfall untuk meningkatkan efisiensi dan akurasi pencatatan. Sistem dilengkapi fitur pengelolaan data barang, laporan stok, notifikasi stok menipis, serta rekomendasi pembelian. Implementasi dilakukan menggunakan Laravel, MySQL, HTML, CSS, dan JavaScript. Pengujian melalui Black Box Testing dengan hasil tingkat kevalidan pengujian 100%, System Usability Scale (SUS) dengan skala “grade” sistem ini termasuk ke dalam kategori A. Sedangkan dalam skala “adjective”, sistem yang dibangun termasuk ke dalam tingkatan “best imaginable”, dan User Acceptance Testing (UAT) mendapatkan kriteria Sangat Baik. Dapat disimpulkan hasil pengujian menunjukkan sistem berjalan sesuai kebutuhan pengguna dan mendukung pengambilan keputusan lebih cepat dan tepat. Kata kunci : sistem penyimpanan, waterfall modified, sparepart.",3
230,PEMBANGUNAN APLIKASI PENDATAAN REGISTER DAN PENJADWALAN RESTRUKTURISASI KREDIT DENGAN METODE PERSONAL EXTREME PROGRAMMING DI KC BRI TELUK BETUNG,pembangunan aplikasi pendataan register dan penjadwalan restrukturisasi kredit dengan metode personal extreme programming di kc bri teluk betung,Teknik Informatika,2023,Okta Roma Uli Sihombing,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2308150041,"Restrukturisasi kredit adalah proses di mana pemberi pinjaman dan peminjam bekerja sama untuk mengubah syarat-syarat pembayaran kredit yang ada. Register kredit Bank BRI merujuk pada catatan atau database yang berisi informasi tentang kredit yang diberikan oleh Bank BRI kepada nasabahnya. Personal Extreme Programming merupakan salah satu metode pengembangan perangkat lunak yang dimulai dari requirement, planning, iteration initialization, design, implementation, system testing, dan retrospective. Pengembangan Aplikasi Pendataan Register dan Penjadwalan Restrukturisasi Kredit dengan Metode Personal Extreme Programming di KC BRI Teluk Betung telah berhasil memenuhi kebutuhan user terkait penjadwalan restrukturisasi dan pendataan register dengan sangat baik. Sebanyak 60 test case pada system testing telah terpenuhi, menguji fungsionalitas sistem secara efektif. Pengujian Usability Testing meliputi pengujian efektivitas, efisiensi, dan kepuasan. Pengujian pada aspek effectiveness memiliki persentase keberhasilan 100",3
261,PENERAPAN METODE DESIGN SPRINT UNTUK PENGEMBANGAN ANTARMUKA DAN FRONT-END PADA APLIKASI MEFOOD - EXPRESS DALAM MENINGKATKAN PENGALAMAN PENGGUNA,penerapan metode design sprint untuk pengembangan antarmuka dan front end pada aplikasi mefood express dalam meningkatkan pengalaman pengguna,Teknik Informatika,2024,AYU AFIFAH,"Eko Dwi Nugroho, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2404230007,"Mefood – Express merupakan sebuah aplikasi layanan jasa dan kurir berbasis mobile yang memiliki layanan utama yaitu layanan pesan antar makanan, layanan antar barang, dan layanan pembelian obat di apotek. Aplikasi Mefood-Express memiliki user experience yang cukup baik, namun masih ada keluhan dari user terutama pada user interface. Berdasarkan wawancara singkat dengan responden pengguna Mefood – Express selama melakukan prasurvey, didapatkan hasil dari 30 user, mereka tidak ingin menggunakan aplikasi lagi karena tampilan yang membingungkan dan tidak menarik. Sehingga penelitian ini berfokus pada penerapan metode Design Sprint untuk pengembangan antarmuka dan front-end pada aplikasi Mefood – Express dalam meningkatkan pengalaman pengguna. Design Sprint terdiri dari 5 fase yaitu understand, diverge, converge, prototype, dan test. Hasil yang diperoleh pada penelitian ini adalah pengembangan tampilan register, dashboard utama, layanan makanan, layanan obat, akun, promo, dan layanan transportasi. Pengujian dilakukan menggunakan User Experience Questionnaire (UEQ) dan System Usability Scale (SUS). Hasil user experience menggunakan UEQ yang dikelompokkan dalam 6 skala, menunjukkan aspek Daya Tarik sebesar 1.82, Efisiensi sebesar 1.74, dan Ketepatan sebesar 1.61 berada di kategori Good. Aspek Kejelasan sebesar 1.67 berada di kategori Above Average. Aspek Stimulasi sebesar 1.95 dan Kebaruan sebesar 1.65 berada di kategori Excellent. Hasil pengujian front-end menggunakan SUS mendapatkan skor rata-rata 86 dengan grade scale B, adjective ratings Best Imaginable, dan acceptability ranges mendapatkan Acceptable.",3
