id,title,clean_title,category,year,author,abstract_snippet,cluster
141,IMPLEMENTASI METODE CNN-BILSTM PADA DETEKSI UJARAN KEBENCIAN DALAM BAHASA INDONESIA PADA PLATFORM X,implementasi metode cnn bilstm pada deteksi ujaran kebencian dalam bahasa indonesia pada platform x,Teknik Informatika,2025,Zahra Areefa Ananta,"Perkembangan media sosial telah mempermudah penyebaran informasi, namun juga meningkatkan potensi penyebaran ujaran kebencian berbasis agama, ras, fisik, jenis kelamin, dan bentuk penghinaan lainnya. Deteksi manual terhadap ujaran kebencian menjadi tidak efektif akibat besarnya volume percakapan di ...",1
143,IMPLEMENTASI METODE CONVOLUTIONAL NEURAL NETWORK (CNN) UNTUK PENGENALAN WAJAH,implementasi metode convolutional neural network cnn untuk pengenalan wajah,Teknik Informatika,2021,Muhammad Rizki Oktarlis Setia Budi,Perkembangan teknologi informasi saat ini berkembang begitu pesat. Pada belakangan ini deep learning menjadi sorotan dalam pengembangan machine learning karena deep learning telah mencapai hasil yang luar biasa dalam computer vision. Convolutional neural network (CNN) merupakan salah satu metode pen...,1
145,IMPLEMENTASI METODE FINITE STATE MACHINE PADA GAME 2D ACTION GUNA MEMBENTUK PERILAKU ENEMY AI DENGAN MENGGUNAKAN UNITY,implementasi metode finite state machine pada game 2d action guna membentuk perilaku enemy ai dengan menggunakan unity,Teknik Informatika,2021,Leonardo Leo,"Game merupakan suatu sarana hiburan yang dimanati dan juga dimainkan oleh banyak orang disetiap kalangan baik anak anak hingga orang dewasa sekalipun. Dengan adanya perkembangan teknologi game juga semakin berkembang dan dibuat semenarik dan seunik mungkin, salah satu caranya ialah dengan membuat mu...",1
154,Implementasi Natural Language Processing Dan Rule-Based System Pada Aplikasi Penerjemah Teks Bahasa Indonesia Ke Bahasa Batak Toba,implementasi natural language processing dan rule based system pada aplikasi penerjemah teks bahasa indonesia ke bahasa batak toba,Teknik Informatika,2022,Agus Michael Pangihutan Sianipar,"Bahasa adalah sebuah media komunikasi lisan, isyarat ataupun simbol yang dengannya manusia atau individu yang paham maksud isi dari bahasa tersebut mampu mengekspresikan dan menyatakan pemikirannya. Bahasa Batak Toba merupakan bahasa yang sering digunakan oleh masyarakat suku Batak yang tersebar di ...",1
159,Implementasi Penggabungan Metode TextRank Dan Maximum Marginal Relevance (MMR) Pada Peringkasan Single Dokumen Teks Berita Otomatis,implementasi penggabungan metode textrank dan maximum marginal relevance mmr pada peringkasan single dokumen teks berita otomatis,Teknik Informatika,2023,Ikhsanudin Raka Siwi,"Teknologi yang semakin berkembang membuat teknologi yang ditemukan semakin canggih dan terperbaharui. Hal tersebut dapat merubah pola hidup manusia sehari-hari, seperti halnya dalam membaca koran yang sekarang telah banyak beralih ke media online. Untuk mempersingkat membaca sebuah berita dibutuhkan...",1
178,Implementasi Steganografi Menggunakan Metode DCT (Discrete Cosine Transform) Pada Data Citra,implementasi steganografi menggunakan metode dct discrete cosine transform pada data citra,Teknik Informatika,2021,Nurmeishy Febriani,"Berkembangnya teknologi telah banyak mempengaruhi proses pengiriman informasi secara digital. Salah satunya sangat berisiko pada keamanan informasi dan data yang dikirim. Ada beberapa cara mengamankan data atau pesan, salah satunya dengan menggunakan teknik penyembunyian data (steganografi). Pada pe...",1
179,IMPLEMENTASI TANDA-TANGAN DIGITAL PADA PORTABLE DOCUMENT FORMAT (PDF) MENGGUNAKAN ELLIPTIC CURVE DIGITAL SIGNATURE ALGORITHM (ECDSA) DAN SECURE HASH ALGORITHM (SHA),implementasi tanda tangan digital pada portable document format pdf menggunakan elliptic curve digital signature algorithm ecdsa dan secure hash algorithm sha,Teknik Informatika,2023,Jose Alfredo Sitanggang,"Dalam era digitalisasi, keamanan dokumen menjadi sangat penting. Salah satu cara untuk meningkatkan keamanan dokumen adalah dengan menggunakan sistem tan- da tangan digital. Penelitian ini bertujuan untuk menerapkan sistem tanda tangan digital pada dokumen PDF dengan mengikuti spesifikasi Digital Si...",1
183,INDOOR LOCALIZATION MENGGUNAKAN ACCELEROMETER DAN GYROSCOPE BERBASIS SMARTPHONE,indoor localization menggunakan accelerometer dan gyroscope berbasis smartphone,Teknik Informatika,2020,Anggreini Intan Permata Sari,"Teknologi navigasi dan pencarian posisi telah menjadi suatu kebutuhan masyarakat untuk melakukan kegiatan sehari-hari, terutama dengan memanfaatkan teknologi Global Positioning System (GPS). GPS mempunyai manfaat yang sangat besar pada sistem navigasi, namun sistem ini memiliki akurasi yang ...",1
184,Integrasi Central Authentication Service Dengan FreeRADIUS Sebagai Single-Sign-On (SSO),integrasi central authentication service dengan freeradius sebagai single sign on sso,Teknik Informatika,2021,Irvan Suryadi,Perkembangan teknologi informasi membuat banyak organisasi menggunakan aplikasi berbasis web untuk memaksimalkan kinerja mereka. Penggunaan dua atau lebih aplikasi berbasis web pada suatu organisasi membuat pengguna harus menghafalkan lebih dari satu akun untuk dapat masuk ke aplikasi berbasis web p...,1
192,Klasifikasi Hoax Terhadap Berita Cryptocurrency pada Sosial Media Twitter dengan Merode Modified K-Nearest Neighbor (MK-NN),klasifikasi hoax terhadap berita cryptocurrency pada sosial media twitter dengan merode modified k nearest neighbor mk nn,Teknik Informatika,2023,Muhammad Aldito Rizki,"Penyebaran berita hoax dapat berdampak negatif terhadap citra dan kredibilitas masyarakat. Salah satu platform media sosial yang sering digunakan untuk menyebarkan informasi adalah Twitter. Dalam konteks ekonomi, terutama di bidang cryptocurrency, hoax juga sering ditemui. Oleh karena itu, penelitia...",1
196,Klasifikasi Komentar Bermuatan Promosi Judi Online pada Data YouTube Menggunakan Arsitektur Text CNN,klasifikasi komentar bermuatan promosi judi online pada data youtube menggunakan arsitektur text cnn,Teknik Informatika,2026,AMDHAN ANGGORO,"Perkembangan platform media sosial, khususnya YouTube, mendorong meningkatnya interaksi pengguna melalui kolom komentar. Namun, kondisi ini juga dimanfaatkan untuk menyebarkan komentar promosi judi daring yang bersifat ilegal dan merugikan. Komentar tersebut sering menggunakan variasi ejaan,...",1
197,Klasifikasi Musik Anak-Anak Dan Musik Dewasa Dengan Metode Mel-Spektogram Dan Convulotional Neural Network (CNN),klasifikasi musik anak anak dan musik dewasa dengan metode mel spektogram dan convulotional neural network cnn,Teknik Informatika,2023,Yudi Gunawan,"Teknologi berkembang sangat cepat khususnya teknologi dalam bidang informasi dan komunikasi. Dengan perkembangan teknologi yang sangat pesat di kalangan anak-anak serta distribusi musik digital yang sangat mudah menyebar di kalangan masyarakat yang dapat membuat permasalahan baru, berupa konten musi...",1
201,Klasifikasi Pertanyaan Chatbot Pelayanan Kuliah Menggunakan K-Nearest Neighbor,klasifikasi pertanyaan chatbot pelayanan kuliah menggunakan k nearest neighbor,Teknik Informatika,2025,Tamara Dwi Rahmadhona,"Salah satu bidang yang dapat memanfaatkan chatbot adalah layanan penerimaan mahasiswa baru. Di Indonesia, setiap tahun terdapat banyak sekali calon mahasiswa yang bersaing untuk masuk universitas dan menjadi rumit karena proses penerimaan mahasiswa baru, terutama karena informasi yang tidak memadai...",1
206,Klasifikasi Ulasan Palsu Pada Produk Kosmetik Menggunakan XGBoost,klasifikasi ulasan palsu pada produk kosmetik menggunakan xgboost,Teknik Informatika,2024,Ratu Mega Aprillia,"Ulasan online memberikan dampak yang sangat signifikan terhadap keputusan pembelian serta jumlah uang yang dikeluarkan oleh konsumen. Namun, meningkatnya pertumbuhan e-commerce juga berdampak dengan bertumbuhnya ulasan online palsu.. Ulasan palsu adalah ulasan yang diberikan untuk menaikan atau ...",1
216,KOTAK PENERIMA PAKET BERBASIS INTERNET OF THINGS (IOT) MENGGUNAKAN LOGIKA FUZZY,kotak penerima paket berbasis internet of things iot menggunakan logika fuzzy,Teknik Informatika,2021,Arimbi Ayuningtyas S.Kom,"Perkembangan teknologi informasi saat ini membuat masyarakat mulai menggemari belanja melalui internet. Dalam berbelanja melalui internet barang yang diinginkan akan langsung dikirimkan melalui kurir atau ekspedisi ke alamat penerima. Sistem pengiriman paket sendiri masih memiliki beberapa kendala, ...",1
218,MODEL SISTEM PENDETEKSI DOKUMEN IJAZAH PALSU DENGAN QR CODE MENGGUNAKAN TEKNOLOGI BLOCKCHAIN (STUDI KASUS: SMPN 16 KOTA BEKASI),model sistem pendeteksi dokumen ijazah palsu dengan qr code menggunakan teknologi blockchain studi kasus smpn 16 kota bekasi,Teknik Informatika,2025,AHMAD NADHIF MU'AFA,"Perkembangan teknologi informasi telah mengubah berbagai aspek kehidupan, termasuk ekonomi dan pendidikan. Namun, kemajuan ini membawa dampak negatif, seperti pemalsuan dokumen penting, khususnya ijazah. Pemalsuan ijazah menjadi masalah serius karena sering digunakan untuk pendaftaran kerja dan jaba...",1
219,MODIFIKASI ALGORITMA HILL CIPHER MENGGUNAKAN KONVERSI ASCII – BINER DAN PEMBANGKITAN MATRIKS KUNCI DENGAN ELIMINASI GAUSS,modifikasi algoritma hill cipher menggunakan konversi ascii biner dan pembangkitan matriks kunci dengan eliminasi gauss,Teknik Informatika,2021,Rika Laila,"Pada algoritma Hill cipher hanya menggunakan karakter huruf kapital, sehingga karakter yang digunakan pada pesan dan ciphertext cukup terbatas. Selain itu, pengguna harus menentukan terlebih dahulu matriks kunci yang bersifat invertible. Hal ini tentunya akan memakan waktu yang lebih lama. Modifikas...",1
220,"MODIFIKASI ALGORITMA KRIPTOGRAFI KLASIK ONE TIME PAD DENGAN KOMBINASI METODE SUBSTITUSI, TRANSPOSISI, DAN EKSPANSI",modifikasi algoritma kriptografi klasik one time pad dengan kombinasi metode substitusi transposisi dan ekspansi,Teknik Informatika,2022,Muhammad Alfarizi Tazkia,"Pada saat sekarang ini, menjaga kerahasiaan pesan atau informasi merupakan hal yang sangat penting, untuk menjaga kerahasiaan pesan atau informasi, terdapat teknik yang disebut kriptografi. Kriptografi adalah ilmu dan seni yang digunakan untuk mengamankan data dan informasi dengan cara mentransforma...",1
221,"MODIFIKASI SKEMA SECRET SHARING THRESHOLD (k,n) UNTUK MENGAMANKAN KUNCI ALGORITMA DES PADA PESAN PLAINTEKS DENGAN MELAKUKAN PARTISI PADA KUNCI ENKRIPSI",modifikasi skema secret sharing threshold k n untuk mengamankan kunci algoritma des pada pesan plainteks dengan melakukan partisi pada kunci enkripsi,Teknik Informatika,2024,Titis Prawilas Sari,"Keamanan informasi selalu menjadi hal yang penting di era teknologi informasi, yang mencakup banyak aspek penting seperti: menjaga agar informasi tidak diakses oleh orang luar yang tidak berhak, menjamin dan melindungi kerahasian informasi dan mencegah upaya untuk mengubah informasi. Kriptografi me...",1
224,Noiseless Steganography Pada Motion Object Dalam Gambar Animasi,noiseless steganography pada motion object dalam gambar animasi,Teknik Informatika,2021,Ronaldo Simanjuntak,ABSTRAK Perkembangan teknologi dan informasi menyadari penggunaan teknologi informasi menjadi sangat penting dan sangat membutuhkan keamanan. Keamanan informasi menjadi kebutuhan agar informasi tidak disalahgunakan dari pihak yang tidak berkepentingan. Steganography adalah metode untuk mengamank...,1
225,OPTIMASI ADVANCED ENCRYPTION STANDARD (AES-128) DENGAN POLYBIUS CIPHER,optimasi advanced encryption standard aes 128 dengan polybius cipher,Teknik Informatika,2022,M. Alfan Riyadi,"Kerahasiaan informasi menjadi hal yang sangat penting karena jika informasi diketahui oleh orang yang tidak berkepentingan, hal itu dapat menyebabkan kerugian bagi pengirim ataupun penerima. Kriptografi merupakan teknik menjaga keamanan data dengan menggunakan dua proses, yakni proses enkripsi dan d...",1
